image_id	image_path	image_pt_path	graylevel	original_height	original_width	transcription	transcription_len
p02-139-03	./data/lines/p02/p02-139/p02-139-03.png	./data/lines/p02/p02-139/p02-139-03.pt	203	148	1843	I|can|for|him|so|that|she|can|get|out|to|do|her|shopping|.	58
p02-139-04	./data/lines/p02/p02-139/p02-139-04.png	./data/lines/p02/p02-139/p02-139-04.pt	203	131	1735	He|'s|getting|on|well|but|is|pretty|helpless|still|with|his	59
p02-144-01	./data/lines/p02/p02-144/p02-144-01.png	./data/lines/p02/p02-144/p02-144-01.pt	182	186	1642	and|going|to|marry|a|foreigner|...|"	36
p02-144-03	./data/lines/p02/p02-144/p02-144-03.png	./data/lines/p02/p02-144/p02-144-03.pt	182	182	2031	it|back|in|her|bag|.|Elaine|was|engaged|,	41
p02-144-04	./data/lines/p02/p02-144/p02-144-04.png	./data/lines/p02/p02-144/p02-144-04.pt	176	172	2036	to|the|man|she|had|spent|so|much|time	37
p02-144-05	./data/lines/p02/p02-144/p02-144-05.png	./data/lines/p02/p02-144/p02-144-05.pt	176	199	1895	with|at|her|party|.|That|was|why	32
p02-144-06	./data/lines/p02/p02-144/p02-144-06.png	./data/lines/p02/p02-144/p02-144-06.pt	176	126	1694	Gavin|had|come|back|to|her|.	28
p02-144-07	./data/lines/p02/p02-144/p02-144-07.png	./data/lines/p02/p02-144/p02-144-07.pt	176	186	1969	Everything|was|quite|clear|now|,|and|to	39
p02-144-08	./data/lines/p02/p02-144/p02-144-08.png	./data/lines/p02/p02-144/p02-144-08.pt	176	166	2078	her|own|surprise|Gay|felt|no|heartbreak|,	41
p02-144-09	./data/lines/p02/p02-144/p02-144-09.png	./data/lines/p02/p02-144/p02-144-09.pt	182	155	1897	rather|a|sense|of|relief|now|that|she	37
p02-144-10	./data/lines/p02/p02-144/p02-144-10.png	./data/lines/p02/p02-144/p02-144-10.pt	176	156	1880	knew|why|Gavin|had|come|to|see	30
p02-144-11	./data/lines/p02/p02-144/p02-144-11.png	./data/lines/p02/p02-144/p02-144-11.pt	176	90	193	her|.	5
p02-150-07	./data/lines/p02/p02-150/p02-150-07.png	./data/lines/p02/p02-150/p02-150-07.pt	203	114	1735	for|Gavin|at|the|way|he|was|behaving|as|she	43
p02-150-08	./data/lines/p02/p02-150/p02-150-08.png	./data/lines/p02/p02-150/p02-150-08.pt	203	87	801	was|hurt|for|herself|.	22
p02-155-00	./data/lines/p02/p02-155/p02-155-00.png	./data/lines/p02/p02-155/p02-155-00.pt	152	184	1633	"|I|made|it|myself|,|"|Gay|tried|to|speak	41
p02-155-01	./data/lines/p02/p02-155/p02-155-01.png	./data/lines/p02/p02-155/p02-155-01.pt	152	150	361	normally|.	10
p03-004-02	./data/lines/p03/p03-004/p03-004-02.png	./data/lines/p03/p03-004/p03-004-02.pt	159	141	1658	gates|and|thought|vagrant	25
p03-004-04	./data/lines/p03/p03-004/p03-004-04.png	./data/lines/p03/p03-004/p03-004-04.pt	158	134	1971	watched|the|workmen|constructing	32
p03-004-06	./data/lines/p03/p03-004/p03-004-06.png	./data/lines/p03/p03-004/p03-004-06.pt	159	136	2100	to|put|St.|John's|Casualty|Department	37
p03-004-07	./data/lines/p03/p03-004/p03-004-07.png	./data/lines/p03/p03-004/p03-004-07.pt	160	165	1938	out|of|operation|-|in|theory|,|at	33
p03-004-09	./data/lines/p03/p03-004/p03-004-09.png	./data/lines/p03/p03-004/p03-004-09.pt	159	129	2016	self|as|a|stranger|in|these|parts	33
p03-012-00	./data/lines/p03/p03-012/p03-012-00.png	./data/lines/p03/p03-012/p03-012-00.pt	182	125	1683	"|There|are|all|sorts|of|wonder-	32
p03-012-01	./data/lines/p03/p03-012/p03-012-01.png	./data/lines/p03/p03-012/p03-012-01.pt	182	145	1580	ful|jobs|in|London|and|I|could	30
p03-012-03	./data/lines/p03/p03-012/p03-012-03.png	./data/lines/p03/p03-012/p03-012-03.pt	180	176	1873	one|has|to|know|something|about|fishing	39
p03-012-04	./data/lines/p03/p03-012/p03-012-04.png	./data/lines/p03/p03-012/p03-012-04.pt	179	133	1852	and|in|Liverpool|they|'d|want|sea-farers|.	42
p03-012-05	./data/lines/p03/p03-012/p03-012-05.png	./data/lines/p03/p03-012/p03-012-05.pt	179	172	1875	I|don't|think|I|'d|go|to|Edinburgh|un-	38
p03-012-06	./data/lines/p03/p03-012/p03-012-06.png	./data/lines/p03/p03-012/p03-012-06.pt	182	164	1787	less|I|was|a|Scot|and|wanting|to|get	36
p03-012-07	./data/lines/p03/p03-012/p03-012-07.png	./data/lines/p03/p03-012/p03-012-07.pt	182	161	1820	home|,|or|perhaps|a|student|studying|to	39
p03-012-08	./data/lines/p03/p03-012/p03-012-08.png	./data/lines/p03/p03-012/p03-012-08.pt	179	125	1870	be|a|doctor|,|and|I|already|know	32
p03-012-09	./data/lines/p03/p03-012/p03-012-09.png	./data/lines/p03/p03-012/p03-012-09.pt	176	96	847	all|about|that|.|"	18
p03-023-00	./data/lines/p03/p03-023/p03-023-00.png	./data/lines/p03/p03-023/p03-023-00.pt	191	106	1582	She|was|engaged|to|Nigel|,|had|been|for|two|years|.	51
p03-023-05	./data/lines/p03/p03-023/p03-023-05.png	./data/lines/p03/p03-023/p03-023-05.pt	182	109	910	that|lark|,|I|can|tell|you|!|"	30
p03-027-02	./data/lines/p03/p03-027/p03-027-02.png	./data/lines/p03/p03-027/p03-027-02.pt	203	162	1734	word|shouted|into|her|very|soul|a|horn|of|warning|,|and	55
p03-027-03	./data/lines/p03/p03-027/p03-027-03.png	./data/lines/p03/p03-027/p03-027-03.pt	203	175	1810	with|it|was|coupled|a|disembodied|fragment|of|information|,	59
p03-027-05	./data/lines/p03/p03-027/p03-027-05.png	./data/lines/p03/p03-027/p03-027-05.pt	203	167	1836	seen|in|Farlingham|on|an|occasion|he|had|sworn|he|had	53
p03-027-06	./data/lines/p03/p03-027/p03-027-06.png	./data/lines/p03/p03-027/p03-027-06.pt	203	176	1654	been|standing|in|for|Luke|Parsons|at|his|surgery|in	51
p03-027-07	./data/lines/p03/p03-027/p03-027-07.png	./data/lines/p03/p03-027/p03-027-07.pt	203	128	485	Little|Phelpham|.	17
p03-029-00	./data/lines/p03/p03-029/p03-029-00.png	./data/lines/p03/p03-029/p03-029-00.pt	182	156	1649	Now|Nigel|had|every|right|to|go|where|he	40
p03-029-02	./data/lines/p03/p03-029/p03-029-02.png	./data/lines/p03/p03-029/p03-029-02.pt	182	146	1822	when|she|was|not|free|;|this|much|they|had	42
p03-029-03	./data/lines/p03/p03-029/p03-029-03.png	./data/lines/p03/p03-029/p03-029-03.pt	191	152	1743	conceded|one|to|the|other|.|They|rarely	39
p03-029-04	./data/lines/p03/p03-029/p03-029-04.png	./data/lines/p03/p03-029/p03-029-04.pt	191	167	1741	found|they|were|off|duty|together|,|and	39
p03-029-07	./data/lines/p03/p03-029/p03-029-07.png	./data/lines/p03/p03-029/p03-029-07.pt	191	161	1777	about|their|relationship|.|So|when|Nigel	40
p03-029-08	./data/lines/p03/p03-029/p03-029-08.png	./data/lines/p03/p03-029/p03-029-08.pt	191	169	1522	had|told|her|about|taking|Luke's	32
p03-029-09	./data/lines/p03/p03-029/p03-029-09.png	./data/lines/p03/p03-029/p03-029-09.pt	203	175	1505	evening|surgery|she|had|said|,	30
p03-033-05	./data/lines/p03/p03-033/p03-033-05.png	./data/lines/p03/p03-033/p03-033-05.pt	182	57	502	asked|hopefully|.	17
p03-040-00	./data/lines/p03/p03-040/p03-040-00.png	./data/lines/p03/p03-040/p03-040-00.pt	191	135	1580	"|Hardly|likely|,|my|sweet|.|Luke's|surgery|goes|on|for	55
p03-040-01	./data/lines/p03/p03-040/p03-040-01.png	./data/lines/p03/p03-040/p03-040-01.pt	191	147	1586	hours|.|If|they|get|in|before|eight-thirty|,|even	49
p03-040-02	./data/lines/p03/p03-040/p03-040-02.png	./data/lines/p03/p03-040/p03-040-02.pt	191	138	1624	though|they|'re|standing|on|one|another's|toes|,	48
p03-040-04	./data/lines/p03/p03-040/p03-040-04.png	./data/lines/p03/p03-040/p03-040-04.pt	191	175	1637	I|'ll|give|you|a|ring|,|O.K.|?|"|O.K.|,|"|she|had	49
p03-040-05	./data/lines/p03/p03-040/p03-040-05.png	./data/lines/p03/p03-040/p03-040-05.pt	191	160	1637	replied|readily|.|So|how|could|Nigel|have	41
p03-040-06	./data/lines/p03/p03-040/p03-040-06.png	./data/lines/p03/p03-040/p03-040-06.pt	191	141	1610	been|at|the|Load|of|Trouble|roadhouse|,	39
p03-040-08	./data/lines/p03/p03-040/p03-040-08.png	./data/lines/p03/p03-040/p03-040-08.pt	191	180	551	very|evening|?	14
p03-047-00	./data/lines/p03/p03-047/p03-047-00.png	./data/lines/p03/p03-047/p03-047-00.pt	191	138	1846	"|No|,|"|she|told|Phil|Gubbins|,|a|junior	41
p03-047-02	./data/lines/p03/p03-047/p03-047-02.png	./data/lines/p03/p03-047/p03-047-02.pt	191	141	1718	my|lad|.|"|"|It|was|Nigel's|car|,|anyway|.	42
p03-047-03	./data/lines/p03/p03-047/p03-047-03.png	./data/lines/p03/p03-047/p03-047-03.pt	191	135	1821	NUF|121|.|"|"|He|probably|loaned|his|car	40
p03-047-04	./data/lines/p03/p03-047/p03-047-04.png	./data/lines/p03/p03-047/p03-047-04.pt	191	122	1944	to|somebody|,|Phil|.|He|'s|always|doing|that|.|"	48
p03-047-05	./data/lines/p03/p03-047/p03-047-05.png	./data/lines/p03/p03-047/p03-047-05.pt	191	139	1839	Young|Gubbins|shrugged|.|"|I|didn't|see|his	43
p03-047-06	./data/lines/p03/p03-047/p03-047-06.png	./data/lines/p03/p03-047/p03-047-06.pt	191	140	1802	face|,|Di|,|but|it|certainly|looked|like	40
p03-047-07	./data/lines/p03/p03-047/p03-047-07.png	./data/lines/p03/p03-047/p03-047-07.pt	191	145	1854	Nigel|from|the|back|.|D.j.|and|all|.	36
p03-047-08	./data/lines/p03/p03-047/p03-047-08.png	./data/lines/p03/p03-047/p03-047-08.pt	191	134	1871	Of|course|such|as|I|couldn't|afford	35
p03-047-09	./data/lines/p03/p03-047/p03-047-09.png	./data/lines/p03/p03-047/p03-047-09.pt	191	149	1857	to|go|into|the|Load|of|Trouble|.|"	34
p03-057-00	./data/lines/p03/p03-057/p03-057-00.png	./data/lines/p03/p03-057/p03-057-00.pt	189	112	1598	"|Neither|can|Nigel|,|"|smiled|Diana|.	38
p03-057-01	./data/lines/p03/p03-057/p03-057-01.png	./data/lines/p03/p03-057/p03-057-01.pt	189	136	1791	"|He|'s|saving|up|to|get|married|.|Remember|?|"	47
p03-057-02	./data/lines/p03/p03-057/p03-057-02.png	./data/lines/p03/p03-057/p03-057-02.pt	189	120	1638	"|I|remember|,|"|quipped|the|houseman|,	39
p03-057-03	./data/lines/p03/p03-057/p03-057-03.png	./data/lines/p03/p03-057/p03-057-03.pt	203	148	1631	meaning|no|offence|,|"|but|does|he|?	36
p03-057-04	./data/lines/p03/p03-057/p03-057-04.png	./data/lines/p03/p03-057/p03-057-04.pt	203	132	1757	That|blonde|was|something|.|"|"|Anybody	39
p03-057-05	./data/lines/p03/p03-057/p03-057-05.png	./data/lines/p03/p03-057/p03-057-05.pt	203	114	1557	I|know|?|"|she|smiled|.|"|I|think|so|.	38
p03-057-08	./data/lines/p03/p03-057/p03-057-08.png	./data/lines/p03/p03-057/p03-057-08.pt	182	119	1652	"|No|,|"|Di|said|immediately|.|"|It|isn't|at	44
p03-057-09	./data/lines/p03/p03-057/p03-057-09.png	./data/lines/p03/p03-057/p03-057-09.pt	182	105	575	all|important|.|"	17
p03-069-00	./data/lines/p03/p03-069/p03-069-00.png	./data/lines/p03/p03-069/p03-069-00.pt	203	112	1790	But|after|that|slight|slip|of|the|tongue|on|Nigel's|part|she|had	64
p03-069-06	./data/lines/p03/p03-069/p03-069-06.png	./data/lines/p03/p03-069/p03-069-06.pt	203	93	1030	with|a|cyst|on|her|ear|...|?|"	30
p03-072-00	./data/lines/p03/p03-072/p03-072-00.png	./data/lines/p03/p03-072/p03-072-00.pt	203	121	1748	"|5Ye-es|?|"|he|lowered|his|eyes|and|kissed|her|on|the	54
p03-072-01	./data/lines/p03/p03-072/p03-072-01.png	./data/lines/p03/p03-072/p03-072-01.pt	203	109	1717	mouth|,|an|act|of|devotion|he|didn't|over-indulge|.	51
p03-072-02	./data/lines/p03/p03-072/p03-072-02.png	./data/lines/p03/p03-072/p03-072-02.pt	203	118	1647	"|What|about|it|,|my|sweet|?|"|"|Well|,|"|she|laughed	53
p03-072-05	./data/lines/p03/p03-072/p03-072-05.png	./data/lines/p03/p03-072/p03-072-05.pt	191	122	1777	With|a|blonde|,|too|.|Imagine|!|"|Nigel|was|frowning|.|He	57
p03-072-06	./data/lines/p03/p03-072/p03-072-06.png	./data/lines/p03/p03-072/p03-072-06.pt	203	109	1630	looked|distinguished|when|he|frowned|;|boyishly	47
p03-087-00	./data/lines/p03/p03-087/p03-087-00.png	./data/lines/p03/p03-087/p03-087-00.pt	182	112	1565	"|Oh|,|he|wasn't|.|His|motor-bike|had	37
p03-087-02	./data/lines/p03/p03-087/p03-087-02.png	./data/lines/p03/p03-087/p03-087-02.pt	189	131	1726	your|car|and|then|you|dancing|with	34
p03-087-03	./data/lines/p03/p03-087/p03-087-03.png	./data/lines/p03/p03-087/p03-087-03.pt	186	138	1620	this|blonde|.|"|"|Really|?|"|Nigel|cocked	41
p03-087-04	./data/lines/p03/p03-087/p03-087-04.png	./data/lines/p03/p03-087/p03-087-04.pt	189	123	1735	one|eyebrow|.|"|Actually|she|was|brunette	41
p03-087-07	./data/lines/p03/p03-087/p03-087-07.png	./data/lines/p03/p03-087/p03-087-07.pt	189	152	1524	you|this|,|too|?|"|"|No|,|"|she|laughed|.	41
p03-087-08	./data/lines/p03/p03-087/p03-087-08.png	./data/lines/p03/p03-087/p03-087-08.pt	186	135	1700	"|He|didn't|actually|see|you|.|Because	38
p03-087-09	./data/lines/p03/p03-087/p03-087-09.png	./data/lines/p03/p03-087/p03-087-09.pt	189	112	1373	it|was|your|car|I|suppose|he	28
p03-087-10	./data/lines/p03/p03-087/p03-087-10.png	./data/lines/p03/p03-087/p03-087-10.pt	189	109	1684	presumed|it|was|you|,|all|dressed|up|in	39
p03-096-00	./data/lines/p03/p03-096/p03-096-00.png	./data/lines/p03/p03-096/p03-096-00.pt	182	153	1715	"|My|white|or|my|black|?|"|Nigel|enquired|.	43
p03-096-02	./data/lines/p03/p03-096/p03-096-02.png	./data/lines/p03/p03-096/p03-096-02.pt	182	143	1628	particular|surgery|?|"|"|You|are|a|fool|,	41
p03-096-03	./data/lines/p03/p03-096/p03-096-03.png	./data/lines/p03/p03-096/p03-096-03.pt	182	139	1701	darling|,|"|Di|said|happily|.|"|I|shall|take	44
p03-096-04	./data/lines/p03/p03-096/p03-096-04.png	./data/lines/p03/p03-096/p03-096-04.pt	182	131	1706	great|pleasure|in|telling|that|young|man	40
p03-096-05	./data/lines/p03/p03-096/p03-096-05.png	./data/lines/p03/p03-096/p03-096-05.pt	182	121	1475	exactly|what|you|were|doing|that	32
p03-096-06	./data/lines/p03/p03-096/p03-096-06.png	./data/lines/p03/p03-096/p03-096-06.pt	182	157	1655	evening|.|"|"|No|,|don't|,|"|he|said|,|after	44
p03-096-07	./data/lines/p03/p03-096/p03-096-07.png	./data/lines/p03/p03-096/p03-096-07.pt	182	131	1735	kissing|her|again|.|"|I|rather|like|to|have	43
p03-096-09	./data/lines/p03/p03-096/p03-096-09.png	./data/lines/p03/p03-096/p03-096-09.pt	182	123	920	two-timing|Don|Juan|.	21
p03-103-00	./data/lines/p03/p03-103/p03-103-00.png	./data/lines/p03/p03-103/p03-103-00.pt	182	123	1728	I|'m|such|a|dull|fellow|,|really|.|"|"|Dull|?|"|She	51
p03-103-03	./data/lines/p03/p03-103/p03-103-03.png	./data/lines/p03/p03-103/p03-103-03.pt	191	123	1676	"|You|need|your|holiday|,|darling|.|I|only	42
p03-103-04	./data/lines/p03/p03-103/p03-103-04.png	./data/lines/p03/p03-103/p03-103-04.pt	203	136	1598	wish|I|could|go|with|you|!|"|"|Doctor	37
p03-103-07	./data/lines/p03/p03-103/p03-103-07.png	./data/lines/p03/p03-103/p03-103-07.pt	203	145	1507	I|suppose|?|"|she|enquired|archly|.	35
p03-112-00	./data/lines/p03/p03-112/p03-112-00.png	./data/lines/p03/p03-112/p03-112-00.pt	182	117	1571	"|No|,|it|wouldn't|!|"|he|almost|snapped|,	42
p03-112-01	./data/lines/p03/p03-112/p03-112-01.png	./data/lines/p03/p03-112/p03-112-01.pt	186	114	1721	surprising|her|.|"|You|sounded|like|some-	41
p03-112-02	./data/lines/p03/p03-112/p03-112-02.png	./data/lines/p03/p03-112/p03-112-02.pt	186	107	1702	body|else|for|a|moment|there|.|It|doesn't	41
p03-112-03	./data/lines/p03/p03-112/p03-112-03.png	./data/lines/p03/p03-112/p03-112-03.pt	191	128	1761	become|you|to|behave|like|a|-|a|tart|,|Di|.|"	45
p03-112-04	./data/lines/p03/p03-112/p03-112-04.png	./data/lines/p03/p03-112/p03-112-04.pt	191	130	1710	"|Nigel|-|!|"|she|gasped|.|"|I|didn't|mean|to	45
p03-112-05	./data/lines/p03/p03-112/p03-112-05.png	./data/lines/p03/p03-112/p03-112-05.pt	191	119	1527	behave|like|anything|of|the|kind|.|I	36
p03-112-07	./data/lines/p03/p03-112/p03-112-07.png	./data/lines/p03/p03-112/p03-112-07.pt	203	123	1666	miserable|enough|my|having|to|take|my	37
p03-112-08	./data/lines/p03/p03-112/p03-112-08.png	./data/lines/p03/p03-112/p03-112-08.pt	203	110	1501	leave|in|the|autumn|without|you	31
p03-112-09	./data/lines/p03/p03-112/p03-112-09.png	./data/lines/p03/p03-112/p03-112-09.pt	189	131	1620	trying|to|be|bright|and|gay|about|it|.	38
p03-121-01	./data/lines/p03/p03-121/p03-121-01.png	./data/lines/p03/p03-121/p03-121-01.pt	182	127	1738	at|this|time|of|year|?|I|can't|ask|you|up|because|it|'s	55
p03-121-03	./data/lines/p03/p03-121/p03-121-03.png	./data/lines/p03/p03-121/p03-121-03.pt	182	135	1796	don't|keep|hinting|,|then|.|You|wish|you|could	46
p03-121-04	./data/lines/p03/p03-121/p03-121-04.png	./data/lines/p03/p03-121/p03-121-04.pt	182	148	1869	come|with|me|;|you|hope|I|'ll|miss|you|;|you	44
p03-121-05	./data/lines/p03/p03-121/p03-121-05.png	./data/lines/p03/p03-121/p03-121-05.pt	182	123	1681	can't|imagine|the|hospital|without|me|for	41
p03-135-02	./data/lines/p03/p03-135/p03-135-02.png	./data/lines/p03/p03-135/p03-135-02.pt	182	111	1637	regard|first|.|"|I|would|mind|if|you|didn't|"|he|told|her	57
p03-135-03	./data/lines/p03/p03-135/p03-135-03.png	./data/lines/p03/p03-135/p03-135-03.pt	182	123	1635	grimly|,|and|tugged|her|fiercely|into|his|arms|.|"|You|'re	58
p03-135-04	./data/lines/p03/p03-135/p03-135-04.png	./data/lines/p03/p03-135/p03-135-04.pt	182	109	1665	right|,|pet|.|I|do|need|this|leave|.|I|'m|bad-tempered|and	58
p03-135-05	./data/lines/p03/p03-135/p03-135-05.png	./data/lines/p03/p03-135/p03-135-05.pt	182	116	1740	broody|and|going|out|with|brash|blondes|.|I|don't|deserve	57
p03-135-06	./data/lines/p03/p03-135/p03-135-06.png	./data/lines/p03/p03-135/p03-135-06.pt	182	134	190	you|.|"	7
p03-142-01	./data/lines/p03/p03-142/p03-142-01.png	./data/lines/p03/p03-142/p03-142-01.pt	182	131	1629	make|all|the|waiting|worth|while|.|When|we|'re	46
p03-142-02	./data/lines/p03/p03-142/p03-142-02.png	./data/lines/p03/p03-142/p03-142-02.pt	182	158	1801	married|we|won't|have|these|explosions|of|emotion|,	51
p03-142-03	./data/lines/p03/p03-142/p03-142-03.png	./data/lines/p03/p03-142/p03-142-03.pt	182	126	1788	will|we|?|"|"|No|,|"|he|eyed|her|strangely|.|"|I|wish|we	56
p03-142-04	./data/lines/p03/p03-142/p03-142-04.png	./data/lines/p03/p03-142/p03-142-04.pt	182	140	1818	were|married|,|Di|.|Like|a|patient|wishes|his|operation	55
p03-142-05	./data/lines/p03/p03-142/p03-142-05.png	./data/lines/p03/p03-142/p03-142-05.pt	182	160	1654	was|over|.|"|Again|her|laughter|trilled|.|"|Marriage	52
p03-142-06	./data/lines/p03/p03-142/p03-142-06.png	./data/lines/p03/p03-142/p03-142-06.pt	182	157	1415	isn't|as|bad|as|an|operation|,|Nigel|!|"	40
p03-151-02	./data/lines/p03/p03-151/p03-151-02.png	./data/lines/p03/p03-151/p03-151-02.pt	182	152	1673	that|particular|problem|isn't|looming|at	40
p03-151-03	./data/lines/p03/p03-151/p03-151-03.png	./data/lines/p03/p03-151/p03-151-03.pt	182	126	1650	the|moment|,|thank|God|!|"|Problem|...|?	40
p03-151-04	./data/lines/p03/p03-151/p03-151-04.png	./data/lines/p03/p03-151/p03-151-04.pt	162	157	1780	looming|...|?|"|Are|we|discussing|a|marriage	44
p03-151-06	./data/lines/p03/p03-151/p03-151-06.png	./data/lines/p03/p03-151/p03-151-06.pt	182	147	1688	he|could|be|serious|.|"|Surely|marrying	39
p03-151-07	./data/lines/p03/p03-151/p03-151-07.png	./data/lines/p03/p03-151/p03-151-07.pt	162	145	1630	me|isn't|going|to|be|all|that|bad|?	35
p03-158-02	./data/lines/p03/p03-158/p03-158-02.png	./data/lines/p03/p03-158/p03-158-02.pt	203	120	1792	diamonds|on|her|left|hand|third|finger|and|held|it	50
p03-158-03	./data/lines/p03/p03-158/p03-158-03.png	./data/lines/p03/p03-158/p03-158-03.pt	203	107	1687	out|to|him|,|still|playfully|.|Without|a|glimmer	48
p03-158-04	./data/lines/p03/p03-158/p03-158-04.png	./data/lines/p03/p03-158/p03-158-04.pt	191	122	1874	of|amusement|in|his|own|eyes|,|however|,|he|took	48
p03-158-05	./data/lines/p03/p03-158/p03-158-05.png	./data/lines/p03/p03-158/p03-158-05.pt	203	153	1775	it|,|looking|moodily|beyond|her|.|"|Perhaps|it|'s|as	52
p03-158-07	./data/lines/p03/p03-158/p03-158-07.png	./data/lines/p03/p03-158/p03-158-07.pt	203	62	242	told|her|.	10
p03-163-04	./data/lines/p03/p03-163/p03-163-04.png	./data/lines/p03/p03-163/p03-163-04.pt	162	140	1925	about|serious|things|like|engagements|.|"	41
p03-163-05	./data/lines/p03/p03-163/p03-163-05.png	./data/lines/p03/p03-163/p03-163-05.pt	162	126	1975	"|Don't|be|such|a|baby|!|"|They|were|going	42
p03-173-01	./data/lines/p03/p03-173/p03-173-01.png	./data/lines/p03/p03-173/p03-173-01.pt	203	119	1851	me|at|the|gate|,|four|o'clock|tomorrow|?|"|"|Why|?|"|he	55
p03-181-01	./data/lines/p03/p03-181/p03-181-01.png	./data/lines/p03/p03-181/p03-181-01.pt	182	130	1914	what|you|'d|get|,|"|she|flashed|at|him|,|and	44
p03-181-03	./data/lines/p03/p03-181/p03-181-03.png	./data/lines/p03/p03-181/p03-181-03.pt	182	133	2035	seeing|the|look|of|admiration|and|revelation	44
p03-181-07	./data/lines/p03/p03-181/p03-181-07.png	./data/lines/p03/p03-181/p03-181-07.pt	182	162	2063	then|regarded|the|ring|which|he|retrieved	41
p03-181-09	./data/lines/p03/p03-181/p03-181-09.png	./data/lines/p03/p03-181/p03-181-09.pt	182	104	1104	with|some|bitterness|.	22
p03-185-06	./data/lines/p03/p03-185/p03-185-06.png	./data/lines/p03/p03-185/p03-185-06.pt	182	128	1775	Something|had|cropped|up|which|required|Nigel's|attention|,	59
p03-185-08	./data/lines/p03/p03-185/p03-185-08.png	./data/lines/p03/p03-185/p03-185-08.pt	182	113	696	to|be|met|at|the|gates|.	24
p03-189-01	./data/lines/p03/p03-189/p03-189-01.png	./data/lines/p03/p03-189/p03-189-01.pt	182	127	1682	They|often|had|such|a|rendezvous|,|for	38
p03-189-02	./data/lines/p03/p03-189/p03-189-02.png	./data/lines/p03/p03-189/p03-189-02.pt	182	137	1857	there|was|just|time|to|smoke|a|cigarette|,	42
p03-189-03	./data/lines/p03/p03-189/p03-189-03.png	./data/lines/p03/p03-189/p03-189-03.pt	182	146	1876	if|one|walked|slowly|,|between|road|and	39
p03-189-04	./data/lines/p03/p03-189/p03-189-04.png	./data/lines/p03/p03-189/p03-189-04.pt	182	115	371	hospital|.	10
p06-030-02	./data/lines/p06/p06-030/p06-030-02.png	./data/lines/p06/p06-030/p06-030-02.pt	184	184	1918	words|.|'|I|wonder|you|dared|trust	34
p06-030-04	./data/lines/p06/p06-030/p06-030-04.png	./data/lines/p06/p06-030/p06-030-04.pt	182	133	1845	'|Well|!|At|least|I|know|the|truth|.	36
p06-030-08	./data/lines/p06/p06-030/p06-030-08.png	./data/lines/p06/p06-030/p06-030-08.pt	182	223	1194	you|are|satisfied|.|'	21
p06-042-00	./data/lines/p06/p06-042/p06-042-00.png	./data/lines/p06/p06-042/p06-042-00.pt	183	228	1729	And|as|he|spoke|,|the|thought	29
p06-042-03	./data/lines/p06/p06-042/p06-042-03.png	./data/lines/p06/p06-042/p06-042-03.pt	180	176	1917	vulsion|that|was|homicidal|.	28
p06-042-05	./data/lines/p06/p06-042/p06-042-05.png	./data/lines/p06/p06-042/p06-042-05.pt	179	191	1861	tied|.|He|dare|not|precipitate	30
p06-042-06	./data/lines/p06/p06-042/p06-042-06.png	./data/lines/p06/p06-042/p06-042-06.pt	180	205	1824	what|might|well|be|another	26
p06-042-09	./data/lines/p06/p06-042/p06-042-09.png	./data/lines/p06/p06-042/p06-042-09.pt	178	145	1928	mantle|,|and|said|with|such	27
p06-047-00	./data/lines/p06/p06-047/p06-047-00.png	./data/lines/p06/p06-047/p06-047-00.pt	183	180	1758	'|I|will|leave|you|the|necessary|pre-	37
p06-047-05	./data/lines/p06/p06-047/p06-047-05.png	./data/lines/p06/p06-047/p06-047-05.pt	180	192	1781	his|fountain-pen|from|his	25
p06-047-09	./data/lines/p06/p06-047/p06-047-09.png	./data/lines/p06/p06-047/p06-047-09.pt	180	203	1995	with|a|gesture|she|knew|so|well|,	33
p06-047-10	./data/lines/p06/p06-047/p06-047-10.png	./data/lines/p06/p06-047/p06-047-10.pt	178	182	1813	he|tore|off|the|leaflet|and	27
p06-052-01	./data/lines/p06/p06-052/p06-052-01.png	./data/lines/p06/p06-052/p06-052-01.pt	182	190	1904	with|a|deadly|finality|.|Watching	33
p06-052-02	./data/lines/p06/p06-052/p06-052-02.png	./data/lines/p06/p06-052/p06-052-02.pt	181	201	1826	him|go|,|unable|to|speak|,|she	30
p06-052-03	./data/lines/p06/p06-052/p06-052-03.png	./data/lines/p06/p06-052/p06-052-03.pt	183	219	1839	felt|that|part|of|her|was|leaving	33
p06-052-04	./data/lines/p06/p06-052/p06-052-04.png	./data/lines/p06/p06-052/p06-052-04.pt	181	132	1814	him|.|She|couldn't|hate|him|...	31
p06-052-07	./data/lines/p06/p06-052/p06-052-07.png	./data/lines/p06/p06-052/p06-052-07.pt	181	116	1774	nation|.|Now|there|was|no-	26
p06-052-08	./data/lines/p06/p06-052/p06-052-08.png	./data/lines/p06/p06-052/p06-052-08.pt	180	218	1844	thing|-|not|even|friendship|.	29
p06-058-00	./data/lines/p06/p06-058/p06-058-00.png	./data/lines/p06/p06-058/p06-058-00.pt	183	179	1735	She|went|back|to|Philip|.|But	29
p06-058-01	./data/lines/p06/p06-058/p06-058-01.png	./data/lines/p06/p06-058/p06-058-01.pt	183	141	2034	all|she|could|hear|were|Nicholas's	34
p06-058-04	./data/lines/p06/p06-058/p06-058-04.png	./data/lines/p06/p06-058/p06-058-04.pt	181	203	1637	Love|.|She|revolted|against	27
